ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
756-40-3538|4707341755791353|Andrew|Rodriguez|M|13110 Natalie Terrace Apt. 121|Lebanon|ME|04027|43.4597|-70.9152|6031|Therapist, music|1939-05-10|695032609232|adults_50up_male_urban.json
570-36-2587|3566364663893691|Jessica|Barker|F|8953 Johnny Parks|Lake Havasu City|AZ|86404|34.5575|-114.3307|55808|Public relations officer|1981-06-25|280281799777|adults_2550_female_urban.json
787-93-8318|4802374430380999|Beth|Carey|F|82922 Torres Station|East Branch|NY|13756|42.0039|-75.1226|613|Editor, commissioning|2005-08-16|711696527279|young_adults_female_rural.json
057-31-6765|4296745452092104|Jordan|Stephens|M|40490 Angela Lakes Suite 546|Auburndale|FL|33823|28.0724|-81.8122|28874|Scientist, marine|1998-11-21|535455808285|adults_2550_male_urban.json
817-62-9744|3510891965780264|Manuel|Moon|M|470 Rhonda Villages|Roy|UT|84067|41.1724|-112.0382|37444|Therapist, music|1971-07-31|851791494922|adults_50up_male_urban.json
758-66-8311|213107126831524|Christopher|Hicks|M|2192 Charles Skyway|North Charleston|SC|29420|32.9336|-80.1026|71702|Oncologist|2000-12-13|860744735553|young_adults_male_urban.json
211-76-6918|372141798897940|Breanna|Gilbert|F|5410 Gonzalez Pike|Houston|TX|77021|29.6954|-95.3562|2906700|Chartered certified accountant|1976-04-23|181954506138|adults_2550_female_urban.json
760-95-8978|4915719617559506|Lauren|Castro|F|114 Stevens View|Kansas City|MO|64130|39.0351|-94.5467|545147|Bookseller|2003-06-22|833948627351|young_adults_female_urban.json
743-72-3581|4132955619646415|Diane|Ortega|F|7718 Christopher River Apt. 332|Murrells Inlet|SC|29576|33.5507|-79.0528|24446|Social worker|1946-03-21|774809578573|adults_50up_female_urban.json
466-45-4601|36038368513758|Dean|Price|M|70010 Smith Divide Suite 314|Henderson|NV|89074|36.0384|-115.0857|264999|Company secretary|1973-07-18|357738806878|adults_50up_male_urban.json
458-48-8702|372714225516786|Robert|Silva|M|3070 Colleen Ridges|Aurora|IL|60502|41.7845|-88.2616|206095|Civil engineer, consulting|1963-08-20|624103020600|adults_50up_male_urban.json
849-78-1815|347733047796766|Brandon|King|M|3101 Joshua Mountains Apt. 104|Grady|AR|71644|34.1032|-91.7057|4264|Adult guidance worker|1997-01-02|229767288705|adults_2550_male_urban.json
674-18-1397|3597387701087888|Sharon|Carson|F|354 Michael Oval|Kansas City|MO|64151|39.2127|-94.6383|545147|Designer, television/film set|1969-02-23|18668444977|adults_50up_female_urban.json
604-88-8559|3515116454125713|Anne|Lee|F|172 Bruce Wall|New Lenox|IL|60451|41.5067|-87.9631|34063|Editor, commissioning|1973-05-17|693525071141|adults_50up_female_urban.json
769-90-4621|30530846585107|Amber|Hendrix|F|5395 Reynolds Mountain|Oshkosh|WI|54902|43.9946|-88.526|80708|Adult guidance worker|1954-11-09|119663138782|adults_50up_female_urban.json
357-77-8072|4866796222193656|Justin|Young|M|86036 Gonzalez Springs|Saline|MI|48176|42.1698|-83.7849|21447|Engineer, control and instrumentation|1975-08-09|156047091946|adults_2550_male_urban.json
834-40-1219|3594377405403039|Laura|Townsend|F|03237 Eric Keys|Millersburg|OH|44654|40.5567|-81.8324|19679|Engineer, building services|1997-01-06|629280000587|adults_2550_female_urban.json
478-10-5775|3511431454591259|Bryan|Hernandez|M|2760 Thompson Points Apt. 579|Montgomery|AL|36116|32.3129|-86.2421|214703|Health service manager|1979-08-02|506680508559|adults_2550_male_urban.json
810-67-7411|4988099259777357|Jennifer|Davidson|F|3737 Cheryl Trafficway Apt. 100|Saint Charles|IL|60174|41.9194|-88.307|56316|Industrial/product designer|1980-04-28|442622681486|adults_2550_female_urban.json
068-77-5546|30316957268869|Dylan|Rodriguez|M|4832 West Motorway|Webster|NY|14580|43.2196|-77.4616|50587|Insurance risk surveyor|1956-05-28|498024412269|adults_50up_male_urban.json
502-14-0275|38931486444062|Philip|Caldwell|M|670 Renee Row Suite 282|Santa Cruz|CA|95060|37.0313|-122.1198|97900|Armed forces operational officer|1987-05-09|584319727146|adults_2550_male_urban.json
034-99-9856|30391496285039|Colleen|Arnold|F|71871 Robyn Extensions Suite 901|Bronx|NY|10467|40.8737|-73.8712|1382480|Administrator, education|1935-11-03|622669225609|adults_50up_female_urban.json
474-40-9341|4418309692316626|Thomas|Kim|M|5137 Joshua Cove|East Prairie|MO|63845|36.7776|-89.3726|5814|Museum/gallery curator|1973-01-07|731919538170|adults_50up_male_urban.json
147-77-6245|4176417740077|Robin|Park|F|3199 Peterson Gardens|Lake Charles|LA|70607|30.1244|-93.1835|124276|Private music teacher|1963-09-08|886806393542|adults_50up_female_urban.json
348-61-6966|3586825312363258|Jeffrey|Love|M|05475 Tracey Locks Suite 725|Naperville|IL|60564|41.704|-88.1952|160668|Conservation officer, nature|1966-03-25|483997607454|adults_50up_male_urban.json
359-19-5132|2457445836869132|Ethan|Davis|M|86886 Scott Canyon Suite 935|Ballston Spa|NY|12020|43.005|-73.8486|31192|Regulatory affairs officer|1965-12-30|605102854407|adults_50up_male_urban.json
763-32-3293|5112757742744229|Rachel|Rhodes|F|57635 Kristin Path|Sun City|CA|92587|33.6951|-117.2529|54287|Civil engineer, contracting|1992-10-16|458507074769|adults_2550_female_urban.json
604-86-9114|36161800939926|Jeffrey|Cannon|M|19041 Waters Common|Pontiac|MI|48341|42.6294|-83.3041|59853|Phytotherapist|1970-07-19|989965292602|adults_50up_male_urban.json
474-29-8460|3582440683776643|Jamie|Anderson|F|1940 Kelly Mountain|Las Vegas|NV|89103|36.1149|-115.2161|1417793|Press sub|1955-09-27|827455257856|adults_50up_female_urban.json
884-94-2239|3595222263016425|Amanda|Hamilton|F|878 Hansen Turnpike Suite 288|Waterford|MI|48327|42.6438|-83.4076|71528|Dramatherapist|1973-04-10|99088758196|adults_50up_female_urban.json
595-42-9408|4897896177935490|Aaron|Stone|M|5021 Kennedy Villages|Brownsville|TX|78520|25.9337|-97.5174|195686|Medical illustrator|1965-08-25|379064156957|adults_50up_male_urban.json
223-94-6052|342089193030103|Steven|Johnson|M|85905 Kimberly Extension|College Station|TX|77840|30.6045|-96.3123|105109|Therapist, speech and language|1989-03-26|119473550790|adults_2550_male_urban.json
419-64-6071|6596617357449154|Nancy|Rosario|F|3808 Morales Rest Apt. 607|Bellevue|OH|44811|41.2684|-82.8576|12867|Surgeon|1974-11-16|835437121551|adults_50up_female_urban.json
113-50-7843|3588299211466190|John|Dillon|M|3831 Karen Alley|Tucson|AZ|85710|32.2138|-110.824|865276|Tourist information centre manager|1982-03-01|972974592359|adults_2550_male_urban.json
652-51-3156|30523395558393|Emily|Wolfe|F|581 Anderson Ranch Suite 353|Stow|OH|44224|41.1748|-81.438|38742|Civil engineer, contracting|1968-07-22|497762669352|adults_50up_female_urban.json
300-48-8513|213152014437562|Heather|Potter|F|7217 Griffin Plain|Damascus|AR|72039|35.3024|-92.4014|2131|Pilot, airline|1999-11-28|556200316401|adults_2550_female_rural.json
848-51-5575|4245450194292|Chelsea|West|F|88423 Marisa Prairie|San Antonio|TX|78261|29.7055|-98.4191|1595797|Further education lecturer|1982-09-10|651209919594|adults_2550_female_urban.json
389-20-8456|4748869509422|Tiffany|Morgan|F|5180 Hayes Isle Apt. 584|Lake Charles|LA|70601|30.2285|-93.188|124276|Corporate investment banker|1952-07-03|204519838571|adults_50up_female_urban.json
893-51-7727|2410318527925669|Darin|Jordan|M|302 David Centers Suite 351|Drummond|OK|73735|36.2841|-98.0358|684|Designer, textile|2005-05-31|119327461552|young_adults_male_rural.json
341-29-7562|3567989607657783|Richard|Simmons|M|011 Monica Vista Suite 248|Amherst|MA|01002|42.3671|-72.4646|39421|Engineer, land|1944-07-08|485363110210|adults_50up_male_urban.json
744-21-5660|4815053273812856215|Patricia|Drake|F|697 Brown Gateway|Woodhaven|NY|11421|40.6913|-73.8585|39127|Therapist, speech and language|1944-03-03|43538178638|adults_50up_female_urban.json
259-52-6732|3530914912782054|Michael|Montgomery|M|1618 Booth Radial Apt. 938|Houston|TX|77064|29.919|-95.5569|2906700|Physiotherapist|1962-02-02|140384129191|adults_50up_male_urban.json
392-70-9487|3574312549284916|Sarah|Ibarra|F|828 Taylor Path Suite 422|Lake Villa|IL|60046|42.3813|-87.9991|35111|Medical sales representative|2002-12-30|461486438201|young_adults_female_urban.json
845-60-2295|3546132575635566|Angela|Clayton|F|147 Turner Dale Suite 039|Kathleen|FL|33849|28.1975|-82.0396|856|Agricultural engineer|1935-07-15|725022426411|adults_50up_female_rural.json
352-44-2223|2292759799619220|Evan|Elliott|M|870 Randall Springs|Burnsville|NC|28714|35.903|-82.2876|16753|Site engineer|1961-12-13|522806254909|adults_50up_male_urban.json
238-97-4107|503872102515|Angela|Hale|F|37100 Seth Mission|Perrysville|IN|47974|40.0737|-87.4648|1186|Insurance claims handler|1962-03-01|240759487095|adults_50up_female_rural.json
459-64-7011|3522374436568929|Anthony|Nelson|M|159 Allison Ways|Evans|GA|30809|33.5412|-82.1398|38168|Computer games developer|1972-09-18|501430022868|adults_50up_male_urban.json
289-55-3087|639010226194|Travis|Allen|M|521 Gilbert Prairie Suite 704|Ojai|CA|93023|34.4451|-119.2565|20589|Energy manager|1942-02-13|802039409388|adults_50up_male_urban.json
129-60-2064|4470714395733677|Teresa|Lowe|F|400 Lopez Bypass|Katy|TX|77450|29.745|-95.7326|250975|Homeopath|1996-09-19|677255045086|adults_2550_female_urban.json
373-54-2399|501804037718|Amy|Bullock|F|553 Davis Spring|Aurora|CO|80010|39.7368|-104.8646|389246|Surveyor, land/geomatics|1933-07-11|43812714620|adults_50up_female_urban.json
500-41-3213|060424928400|James|Ortega|M|50268 Bishop Way|Boulder|CO|80305|39.9807|-105.2531|120932|Environmental education officer|1942-04-16|20120949603|adults_50up_male_urban.json
027-04-3109|180081540386622|Jason|Melton|M|81820 Austin Garden Suite 884|Provo|UT|84606|40.2347|-111.6447|112922|Editor, commissioning|1967-10-29|972053768653|adults_50up_male_urban.json
448-95-0612|6593968754509550|Daniel|Hampton|M|250 Tucker Underpass Suite 905|Irvine|CA|92604|33.6899|-117.7868|212569|Scientist, marine|1973-08-13|869256687104|adults_50up_male_urban.json
216-26-0060|4915586174793095|Susan|Young|F|396 Derek Field|Roy|UT|84067|41.1724|-112.0382|37444|Museum/gallery conservator|1966-09-21|691246251604|adults_50up_female_urban.json
336-98-8536|4669782558242092|Christopher|Gordon|M|12117 Carla Flat Suite 951|Blue Springs|MO|64015|39.015|-94.3118|56014|Site engineer|1998-02-08|542097411948|adults_2550_male_urban.json
465-19-6834|347636917269220|Bobby|Fischer|M|97094 Latoya Tunnel Suite 194|La Grange|KY|40031|38.4029|-85.3928|22863|Community education officer|1961-04-29|91684130452|adults_50up_male_urban.json
099-81-0811|4631837773844499789|Mary|Mcdaniel|F|9033 Samantha Ford Suite 854|Springfield|MA|01109|42.1145|-72.5543|144116|Holiday representative|1976-10-10|694234905285|adults_2550_female_urban.json
583-42-4868|3590202650206610|Alyssa|Chan|F|0168 Kellie Spring|Saint Louis|MO|63106|38.6442|-90.2082|927396|Air broker|1955-04-20|949978304848|adults_50up_female_urban.json
642-51-9303|4639060097402526994|Michael|Hendrix|M|0522 Rachel Via Suite 692|Lehigh Acres|FL|33972|26.6492|-81.6167|84918|Tour manager|1971-09-20|593995795780|adults_50up_male_urban.json
153-11-4018|4852022846538964909|James|Mills|M|44933 Rodriguez Place Apt. 314|San Diego|CA|92154|32.5753|-117.0707|1241364|Government social research officer|1996-08-25|323613059297|adults_2550_male_urban.json
463-60-4625|2527109771549853|Katherine|Maynard|F|439 Morse Lakes Apt. 005|West Palm Beach|FL|33415|26.656|-80.126|459921|Advertising account planner|1978-09-14|904181020531|adults_2550_female_urban.json
687-58-4416|3550317503759009|Angel|Rodriguez|M|3712 Rebecca Ways Suite 307|Columbia City|IN|46725|41.1619|-85.4737|23080|Arboriculturist|1991-04-19|424575543498|adults_2550_male_urban.json
273-80-5100|3507943019767154|Julia|Morales|F|13121 Timothy Turnpike Suite 576|Groveland|FL|34736|28.5644|-81.8745|13961|Retail merchandiser|1980-08-19|219215884263|adults_2550_female_urban.json
432-49-3574|4358691165243|Brittney|Mack|F|0852 Long Valley|Green Bay|WI|54304|44.4975|-88.0324|179116|Data processing manager|1983-11-07|869668693327|adults_2550_female_urban.json
861-27-5922|3513801124291308|Cassandra|Mendoza|F|730 Lang Flat Apt. 621|San Diego|CA|92114|32.7059|-117.0524|1241364|Pathologist|1966-12-21|468934631702|adults_50up_female_urban.json
190-71-0387|4924849468458548576|Mary|Le|F|5223 Ortiz Square|Donna|TX|78537|26.1671|-98.0529|39454|Conference centre manager|1958-07-15|922008717629|adults_50up_female_urban.json
353-10-7761|6011268416629167|Michael|Schmidt|M|54933 Richard Trail|Lima|OH|45801|40.7641|-84.0973|86954|Mechanical engineer|1984-12-24|518981856120|adults_2550_male_urban.json
291-46-3490|4616919333622644|Maurice|Smith|M|3454 Anthony Greens|Cumming|GA|30041|34.2037|-84.1031|129584|Information systems manager|1992-01-08|515081602689|adults_2550_male_urban.json
653-11-8231|5298993847445612|John|Benson|M|58954 Klein Cliff|Bend|OR|97702|44.0223|-121.2985|105390|Control and instrumentation engineer|1958-09-08|456838903683|adults_50up_male_urban.json
223-98-2740|4147065030758525780|Tonya|Doyle|F|4676 Gross Fords|Prattville|AL|36066|32.4787|-86.43|46043|Clinical cytogeneticist|1976-01-26|708170045379|adults_2550_female_urban.json
279-21-6710|3522720318759327|Karen|Lopez|F|439 Rachel Points|Grovetown|GA|30813|33.4766|-82.2409|30415|Community pharmacist|1941-12-28|358234046716|adults_50up_female_urban.json
535-24-7211|30290513442468|Christine|Jordan|F|0595 Rachel Street Suite 849|Washougal|WA|98671|45.5959|-122.3104|21220|Investment banker, operational|2001-06-03|441632728248|young_adults_female_urban.json
439-43-6430|6011083962198230|Jerome|Hooper|M|1705 Stewart Shoal Apt. 498|Perth Amboy|NJ|08861|40.5176|-74.2754|53099|Economist|1983-02-08|991432761306|adults_2550_male_urban.json
336-43-0413|4174815503247|Bryan|Lloyd|M|42735 Nicholas Glens|Marshfield|WI|54449|44.6615|-90.1784|26418|Location manager|1978-12-27|800639823328|adults_2550_male_urban.json
531-38-2842|180003540393226|Stephanie|Williams|F|7602 Melissa Square Suite 146|Monticello|MN|55362|45.2956|-93.8023|18089|Production assistant, radio|1935-03-28|679713371814|adults_50up_female_urban.json
631-23-5444|378883260986081|Tina|Jackson|F|033 Brian Camp Suite 984|Lake Charles|LA|70605|30.1693|-93.2218|124276|Therapist, nutritional|2006-06-20|789277630230|young_adults_female_urban.json
506-08-1051|3567894209766323|Bethany|Sanders|F|83485 Miles Court|Carrollton|GA|30117|33.5798|-85.0812|59825|Land/geomatics surveyor|1956-09-12|93649915076|adults_50up_female_urban.json
174-34-1678|3591741983381482|Carol|Simpson|F|068 Darren Radial Apt. 149|Chapel Hill|NC|27516|35.9162|-79.0999|91595|Engineer, maintenance (IT)|1969-06-17|873923496136|adults_50up_female_urban.json
598-89-6883|4976496416635540939|Cathy|Young|F|9100 Campbell Roads Apt. 073|Scott|LA|70583|30.2504|-92.0981|11693|Fitness centre manager|1977-09-01|567559068618|adults_2550_female_urban.json
732-17-7993|4676452961952619798|Margaret|Murphy|F|0633 Rodriguez Creek Apt. 917|San Carlos|AZ|85550|33.3106|-110.3953|4790|Acupuncturist|2004-07-05|676150641326|young_adults_female_urban.json
821-07-3732|4687778838862|Sydney|Trevino|F|060 Harrington Lodge|Decatur|GA|30033|33.8123|-84.2819|167967|Marketing executive|1971-12-24|364967018725|adults_50up_female_urban.json
796-90-5205|4961835519292393|Emily|Stephens|F|001 Mcgee Shore|Princeton|CA|95970|39.4168|-122.0519|530|Surveyor, insurance|1958-06-28|615850645126|adults_50up_female_rural.json
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json
026-54-2082|2296359041116541|Leslie|Bruce|F|27934 Johnson Land Suite 650|Peoria|IL|61604|40.7111|-89.6324|142158|Administrator, charities/voluntary organisations|1945-02-08|819908148179|adults_50up_female_urban.json
402-47-0635|180002230542068|Joshua|Cochran|M|9593 Michael Crossing|San Diego|CA|92120|32.7958|-117.0707|1241364|Conservation officer, nature|1940-05-12|634323651527|adults_50up_male_urban.json
279-78-8622|180052718974457|Shawn|Mcdonald|M|7346 Lane Terrace Apt. 202|Emerson|IA|51533|41.0284|-95.4106|895|Librarian, academic|1999-12-23|951208757538|adults_2550_male_rural.json
204-34-5551|5586885370002912|Dawn|Rivera|F|24293 Glen Pines Suite 430|Bronx|NY|10467|40.8737|-73.8712|1382480|Toxicologist|1954-11-20|942213090846|adults_50up_female_urban.json
394-48-8149|4922032275928091|Stacey|Knight|F|252 Tanya Park Apt. 977|Belmont|NC|28012|35.244|-81.044|20048|Designer, television/film set|1961-05-28|45487440059|adults_50up_female_urban.json
735-47-7926|30403087008983|Natalie|Leon|F|541 Gray Hill|Menasha|WI|54952|44.2112|-88.4175|25729|Engineer, drilling|1961-02-13|655065801354|adults_50up_female_urban.json
027-13-4194|3518078378207471|Lisa|Hall|F|06396 Andrea Plain Suite 056|Homestead|FL|33033|25.4906|-80.438|155317|Health promotion specialist|1968-07-30|179041202982|adults_50up_female_urban.json
110-62-0260|4806147108254910|Leslie|Miller|F|90616 Daniel Pine|Ocala|FL|34470|29.1989|-82.0874|207224|Occupational psychologist|2003-03-21|610414603128|young_adults_female_urban.json
409-27-7450|3533698433411353|Trevor|Peters|M|0871 Rose Lock|Mechanicsburg|PA|17050|40.2122|-77.0265|67052|Homeopath|1982-12-21|439749635611|adults_2550_male_urban.json
557-11-0774|4977594256066393|Jason|Hayden|M|3670 Daniel Gardens|Mentor|OH|44060|41.6895|-81.3421|60211|Financial adviser|1986-04-07|169002415793|adults_2550_male_urban.json
421-05-4316|502037054272|Jacob|Jackson|M|831 Paula Parks|Bowler|WI|54416|44.9337|-88.9761|1684|Oncologist|1999-01-19|509195126896|adults_2550_male_rural.json
802-29-0896|4373640374343456846|Suzanne|Singh|F|3531 Mercedes Crest Suite 772|Tallahassee|FL|32301|30.4286|-84.2593|245317|Product/process development scientist|1953-07-05|811327039906|adults_50up_female_urban.json
489-68-1915|3503252870514505|Ruth|Miller|F|9987 Veronica Drive|Menifee|CA|92584|33.6647|-117.1743|43400|Jewellery designer|1976-10-08|492693239090|adults_2550_female_urban.json
794-29-3729|30593592052417|Monica|James|F|464 Julia Inlet|Austin|TX|78724|30.296|-97.6396|940359|Sports administrator|1954-09-08|714741748421|adults_50up_female_urban.json
642-14-3438|2294417683011362|Ashley|Rollins|F|27588 Guzman Ferry|Ewa Beach|HI|96706|21.3274|-158.0103|62730|Civil engineer, contracting|1982-04-25|907142873552|adults_2550_female_urban.json
230-43-2788|3539295967282641|Brittany|Walters|F|9906 Moore Circles|Miami|FL|33183|25.7|-80.413|1737737|Volunteer coordinator|1987-03-12|908640907349|adults_2550_female_urban.json
679-45-2428|4699347205295473138|David|Brooks|M|1014 Beasley Squares Apt. 918|Pittsburgh|PA|15201|40.4752|-79.9528|687276|Special educational needs teacher|1944-11-06|641987913423|adults_50up_male_urban.json
587-26-8514|5182177158148226|Ronald|Garcia|M|059 Davidson Overpass Suite 967|Tomball|TX|77377|30.0615|-95.6821|68059|Primary school teacher|1971-03-12|367069745446|adults_50up_male_urban.json
834-59-1333|30164713972170|Tanya|Mcmillan|F|0496 Jones Estate Suite 960|Providence|RI|02908|41.8383|-71.4377|203571|Ecologist|1960-06-06|276030922102|adults_50up_female_urban.json
111-08-6971|4930532143570786425|Amanda|Callahan|F|70338 Jack Freeway|Monroe|WA|98272|47.8585|-121.9474|27942|Quarry manager|1963-06-14|975639603182|adults_50up_female_urban.json
026-18-4495|502028065931|James|Smith|M|21484 May Falls|Irving|TX|75062|32.8479|-96.974|217883|Occupational therapist|1981-12-20|14790475257|adults_2550_male_urban.json
612-70-3449|6533102388816784|Donna|Jones|F|79419 Brian Overpass|Edmonds|WA|98026|47.8353|-122.327|54225|Clinical psychologist|1987-08-02|504384324954|adults_2550_female_urban.json
650-60-8364|6512772475179448|Melanie|Anderson|F|954 Wanda Ports|Lockport|IL|60441|41.593|-88.0507|36869|Metallurgist|1972-05-04|306068721242|adults_50up_female_urban.json
479-21-6607|3595789806283746|Michael|Lawrence|M|6887 Danielle Ridge|East Wareham|MA|02538|41.7682|-70.6532|3603|Technical brewer|1957-07-24|789347357553|adults_50up_male_urban.json
785-46-7510|5447901310616130|Ashley|Thompson|F|716 Hughes Freeway Apt. 318|Elk Grove|CA|95758|38.4243|-121.437|162646|Clinical psychologist|1991-02-18|835928443198|adults_2550_female_urban.json
222-90-1926|4304317465876557856|Laura|Castillo|F|746 Elizabeth Trail|Horn Lake|MS|38637|34.9519|-90.0507|26066|Town planner|1964-11-26|226059749984|adults_50up_female_urban.json
170-20-9682|4458245060084951|Nicholas|Holmes|M|53982 Huynh Parkway|Seattle|WA|98136|47.5398|-122.3878|837792|Tour manager|1953-11-17|773393191227|adults_50up_male_urban.json
238-26-8322|4260142478743792023|Brenda|Graves|F|6584 Williams Bypass|Salem|OR|97306|44.8685|-123.0438|249657|Colour technologist|1952-05-25|449447853673|adults_50up_female_urban.json
552-56-0004|30211762165121|Gregory|Moran|M|590 Sally Drives Suite 990|University Park|PA|16802|40.7997|-77.8623|12764|Engineer, civil (consulting)|1999-06-03|239290503675|adults_2550_male_urban.json
208-26-6420|6011647140203250|Sarah|Zimmerman|F|2586 Coleman Neck|Lake Worth|FL|33463|26.5955|-80.1291|215808|Production assistant, radio|1989-03-28|918658083012|adults_2550_female_urban.json
453-98-8991|501836247665|Chris|Taylor|M|5803 Howard Mountains|Bolivar|TN|38008|35.2461|-89.0007|9721|Publishing copy|1969-12-08|179083031635|adults_50up_male_urban.json
739-36-5181|6011110524883841|Lisa|Willis|F|5434 Hayes Shores|Baton Rouge|LA|70805|30.486|-91.1481|378909|Exhibitions officer, museum/gallery|1954-02-24|900180413648|adults_50up_female_urban.json
127-63-4316|2720880230133704|Rachel|York|F|49945 Ian Overpass Apt. 409|Brooklyn|NY|11220|40.6412|-74.0133|2504700|Clinical embryologist|1932-07-08|377288805721|adults_50up_female_urban.json
207-78-9598|4876410914286|George|Patel|M|273 Deborah Court|Dayton|OH|45429|39.6841|-84.1633|479994|Psychotherapist, dance movement|1985-08-15|21588257369|adults_2550_male_urban.json
529-23-0769|501816034075|Daniel|Peterson|M|09487 Knox Mill|North Highlands|CA|95660|38.6707|-121.3781|30714|Merchandiser, retail|1997-10-02|121053636769|adults_2550_male_urban.json
775-41-1173|4838249123278221|Sarah|Hobbs|F|736 Washington Cape Suite 482|Steger|IL|60475|41.4686|-87.6386|9870|Solicitor|1972-10-06|796511655228|adults_50up_female_urban.json
097-25-7759|6596689407952636|Christopher|Guerrero|M|801 Lori Camp Suite 938|Windsor|CO|80550|40.4837|-104.8994|20675|Press sub|1974-04-14|565041024117|adults_50up_male_urban.json
845-02-9304|4324850121534|Luis|Sanders|M|09211 Stephanie Forge|Bradenton|FL|34208|27.4678|-82.512|216518|Air traffic controller|1982-02-10|573505475807|adults_2550_male_urban.json
880-39-1157|4996975506598|Nicholas|Mitchell|M|0133 Zoe Ridge Apt. 157|Madison|WI|53704|43.1205|-89.3523|272940|Herpetologist|1955-10-30|650709017756|adults_50up_male_urban.json
362-01-0854|371843669309241|Robert|Brooks|M|5079 Kim Port Apt. 090|New Orleans|LA|70128|30.0487|-89.9585|382333|Development worker, international aid|1940-11-16|125692243773|adults_50up_male_urban.json
377-31-9163|2242326549468257|Sarah|Campbell|F|7423 Eaton Trafficway|Las Vegas|NV|89123|36.0383|-115.1462|1417793|Counsellor|1964-07-19|835320685224|adults_50up_female_urban.json
008-21-5595|30375034745042|Scott|Haney|M|729 Regina Dale|Covina|CA|91723|34.086|-117.8843|78868|Wellsite geologist|1991-08-20|282529440802|adults_2550_male_urban.json
018-85-8393|3523583367145858|Carla|Gomez|F|2063 Diana Underpass Suite 193|Calhoun|LA|71225|32.5248|-92.3299|7068|Textile designer|1994-07-12|858589577320|adults_2550_female_urban.json
381-68-0774|3506301900217071|Cassandra|Wood|F|949 Natasha Branch|Phoenix|AZ|85023|33.6324|-112.1118|1312922|Psychologist, educational|1959-11-25|20135591462|adults_50up_female_urban.json
322-86-4370|346839487017059|Alice|Jordan|F|1152 Garcia Drive Suite 700|Somers|MT|59932|48.0793|-114.2355|1648|Trade mark attorney|1973-03-23|324697118111|adults_50up_female_rural.json
623-01-3134|4749912679345|Amanda|Morrison|F|1272 Chelsea Forks Suite 712|Kenbridge|VA|23944|36.933|-78.1242|4261|Commercial horticulturist|1951-09-24|682559613045|adults_50up_female_urban.json
210-11-8947|6011087691663042|Dakota|Mendoza|M|8479 Tina Summit Suite 861|Charlotte|NC|28205|35.22|-80.7881|790689|Dancer|1971-02-12|738753851134|adults_50up_male_urban.json
529-77-6103|501850724300|Robert|Kline|M|3023 Figueroa Ports|Mountain Lake|MN|56159|43.939|-94.9273|2928|Engineer, materials|1989-01-07|652856671702|adults_2550_male_urban.json
273-22-0123|6553360505416095|Yvonne|Hatfield|F|64034 Jennifer Tunnel Suite 427|Norfolk|VA|23513|36.8914|-76.2396|242803|Sport and exercise psychologist|1940-03-14|462855365005|adults_50up_female_urban.json
657-30-0802|4205838601376211|Spencer|Jones|M|865 Bryan Island|Niagara Falls|NY|14304|43.0908|-78.9644|66192|Paediatric nurse|1990-01-25|866149468256|adults_2550_male_urban.json
768-32-1257|4378081073673697|David|Ramirez|M|11629 Shawn Lake|Antioch|CA|94531|37.9658|-121.7758|102729|Health and safety inspector|1972-02-27|456882231177|adults_50up_male_urban.json
172-64-3878|6526603843083869|Jordan|Williams|M|423 Christina Mission Suite 399|Princeton|TX|75407|33.1555|-96.4981|14120|Chiropractor|1976-02-19|220966042298|adults_2550_male_urban.json
593-82-2727|503891654876|Jacqueline|Silva|F|62099 Powell Fork|El Paso|TX|79912|31.8383|-106.5364|749635|Emergency planning/management officer|1975-06-13|871943736478|adults_50up_female_urban.json
877-50-5524|5480907129270728|Amanda|Byrd|F|708 Justin Turnpike|Rockport|IN|47635|37.8858|-87.077|5671|Magazine features editor|1964-07-31|825954968384|adults_50up_female_urban.json
165-50-7030|676292046460|Todd|Tyler|M|4070 Williams Isle|Oak Ridge|TN|37830|36.0159|-84.2623|29700|Media planner|1964-01-22|978188762639|adults_50up_male_urban.json
812-48-2016|6011309105669369|Raymond|Stephens|M|72408 Holly Overpass Apt. 427|Bristol|CT|06010|41.6823|-72.9302|60448|Heritage manager|1963-01-19|596803594495|adults_50up_male_urban.json
646-46-3728|4172127564099651271|Kelly|Lewis|M|53870 Barrett View Suite 663|Spencerport|NY|14559|43.1895|-77.8043|18057|Designer, graphic|1960-05-31|74756455447|adults_50up_male_urban.json
441-67-4287|060407241961|Peter|Arnold|M|23320 Steven Neck|Neptune|NJ|07753|40.2096|-74.0714|37554|Chief Financial Officer|1977-07-02|179239075810|adults_2550_male_urban.json
602-76-8893|2256647483664889|Ricardo|Patton|M|44313 Cynthia Wells Suite 970|Nashville|TN|37211|36.0725|-86.724|431336|Surveyor, building|1970-04-13|572688813656|adults_50up_male_urban.json
896-08-4489|4026695300765|Tina|Jimenez|F|9297 Brandy Expressway|Rochester|NY|14612|43.2566|-77.6652|478127|Prison officer|1966-10-02|776966525283|adults_50up_female_urban.json
008-74-3419|3573939712200443|Rachel|Torres|F|1871 Gail Causeway Suite 497|Columbia|PA|17512|40.0391|-76.4862|17836|Accountant, chartered|2006-04-18|694100270084|young_adults_female_urban.json
